ID	HC10	HC11	HC12	HC14	HC15	HC16	HC17	HC18	HC19	HC1	HC21	HC22	HC23	HC24	HC25	HC2	HC3	HC4	HC5	HC6	HC7	HC8	Patient10	Patient11	Patient12	Patient13	Patient14	Patient15	Patient16	Patient17	Patient20	Patient23	Patient24	Patient26	Patient27	Patient28	Patient29	Patient30	Patient31	Patient32	Patient33	Patient34	Patient35	Patient37	Patient38	Patient39	Patient3	Patient40	Patient44	Patient47	Patient49	Patient4	Patient50	Patient51	Patient52	Patient5	Patient6	Patient7	Patient8	Patient9	KEGG_Pathways
Transporters	2451157.0	2876370.0	2632082.0	3219435.0	3871077.0	4674343.0	3950639.0	4335018.0	2665260.0	2689374.0	4462729.0	3551106.0	6652500.0	3063020.0	4205162.0	3555763.0	4810310.0	7478722.0	4749741.0	4642641.0	5595587.0	3550601.0	4047856.0	4523618.0	4122317.0	3071209.0	4791750.0	5905319.0	5759817.0	3847502.0	3747786.0	9314727.0	2891156.0	11006122.0	3396209.0	5045527.0	3812019.0	3049062.0	3638453.0	4133204.0	6621568.0	3303774.0	5171187.0	5155561.0	2712185.0	5333988.0	3647714.0	4074944.0	3723232.0	2664041.0	4563287.0	4159082.0	3690855.0	4697113.0	4164273.0	1728741.0	3109475.0	3194872.0	5538015.0	3593408.0	Environmental Information Processing; Membrane Transport; Transporters
Tropane, piperidine and pyridine alkaloid biosynthesis	45503.0	42257.0	40833.0	50523.0	55230.0	69205.0	59637.0	60413.0	37937.0	38309.0	61879.0	66570.0	93450.0	63377.0	57471.0	58373.0	63893.0	93972.0	64118.0	58992.0	65934.0	47558.0	53572.0	56640.0	51084.0	49979.0	50657.0	72273.0	73617.0	68007.0	49889.0	140365.0	39646.0	143859.0	47313.0	66659.0	55092.0	59319.0	71236.0	61398.0	101408.0	51249.0	69161.0	68785.0	57539.0	66888.0	45038.0	58516.0	47836.0	45312.0	65254.0	59035.0	58908.0	68668.0	56055.0	43367.0	49480.0	50434.0	67400.0	48230.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Tropane, piperidine and pyridine alkaloid biosynthesis
Tryptophan metabolism	38044.0	41207.0	46132.0	52092.0	48468.0	53139.0	68173.0	50140.0	40666.0	25039.0	62737.0	48247.0	66012.0	41686.0	55193.0	63777.0	62902.0	73651.0	94143.0	106176.0	90042.0	53049.0	77940.0	71726.0	54119.0	53224.0	45712.0	56949.0	121838.0	61629.0	49475.0	437130.0	43163.0	435784.0	70892.0	87757.0	51700.0	128760.0	110302.0	57296.0	249306.0	78810.0	108498.0	60112.0	129367.0	122804.0	52015.0	61011.0	41600.0	58431.0	83956.0	53817.0	54736.0	52391.0	56499.0	106249.0	85677.0	48446.0	130090.0	52520.0	Metabolism; Amino Acid Metabolism; Tryptophan metabolism
Tuberculosis	68426.0	61698.0	62281.0	72675.0	87980.0	115987.0	90719.0	91199.0	60323.0	62029.0	98008.0	79432.0	156918.0	67791.0	97646.0	77190.0	101955.0	164049.0	93599.0	80967.0	97885.0	67653.0	77990.0	90459.0	90401.0	75318.0	76406.0	123581.0	93990.0	99909.0	59993.0	80550.0	62841.0	100907.0	60436.0	88378.0	81364.0	76551.0	75956.0	84792.0	85114.0	64933.0	83164.0	115826.0	45182.0	77388.0	71746.0	75203.0	68964.0	55174.0	87337.0	74442.0	83193.0	107518.0	69150.0	25147.0	61759.0	75232.0	81851.0	67900.0	Human Diseases; Infectious Diseases; Tuberculosis
Two-component system	541993.0	553271.0	464588.0	578684.0	770815.0	1217571.0	814599.0	874118.0	597400.0	761103.0	983697.0	744377.0	1630058.0	726772.0	935826.0	658248.0	1151254.0	2097755.0	977820.0	874001.0	965774.0	578056.0	784374.0	744441.0	802741.0	596426.0	460436.0	1394755.0	1000180.0	766915.0	492328.0	2516569.0	435601.0	2591340.0	517510.0	878092.0	625808.0	861388.0	1139900.0	751146.0	1822965.0	709573.0	1021073.0	668438.0	978758.0	906497.0	549363.0	773427.0	478652.0	617812.0	986824.0	657631.0	820004.0	1009788.0	636024.0	773134.0	803263.0	591127.0	1073488.0	517249.0	Environmental Information Processing; Signal Transduction; Two-component system
Type I diabetes mellitus	21304.0	19165.0	20989.0	26916.0	29460.0	33429.0	29553.0	30622.0	17608.0	17946.0	31397.0	28210.0	46584.0	23274.0	28604.0	26599.0	29439.0	46062.0	29822.0	23928.0	31190.0	22942.0	24710.0	27926.0	27373.0	25955.0	40640.0	37355.0	30018.0	30830.0	26889.0	33402.0	19955.0	33852.0	21971.0	30193.0	26973.0	23753.0	30780.0	32510.0	30253.0	23818.0	30875.0	38802.0	23552.0	29276.0	25599.0	26436.0	32379.0	21108.0	29294.0	28832.0	27100.0	36567.0	23692.0	14998.0	22972.0	26376.0	29182.0	23978.0	Human Diseases; Metabolic Diseases; Type I diabetes mellitus
Type II diabetes mellitus	18772.0	18459.0	19566.0	24727.0	25934.0	32593.0	25715.0	27832.0	17499.0	17205.0	28333.0	29531.0	44856.0	30293.0	26419.0	24227.0	29016.0	44357.0	31090.0	25272.0	28765.0	21852.0	31149.0	26685.0	29803.0	23479.0	24963.0	34135.0	33047.0	48820.0	24394.0	43048.0	21043.0	47586.0	22703.0	27588.0	28316.0	22693.0	28476.0	27557.0	36800.0	22172.0	32040.0	47006.0	21762.0	28390.0	25407.0	22627.0	22270.0	18044.0	27116.0	30651.0	25270.0	31195.0	28294.0	13975.0	22598.0	26097.0	29553.0	23199.0	Human Diseases; Metabolic Diseases; Type II diabetes mellitus
Tyrosine metabolism	117916.0	126267.0	123654.0	155965.0	167387.0	184394.0	187562.0	193286.0	107752.0	101101.0	179840.0	171320.0	297062.0	133244.0	159311.0	166690.0	179579.0	256784.0	215933.0	206296.0	204068.0	174205.0	199695.0	189692.0	187493.0	156428.0	223008.0	211619.0	261347.0	259051.0	220806.0	507333.0	128746.0	553544.0	169524.0	215437.0	200523.0	201951.0	228678.0	219307.0	345117.0	167777.0	217166.0	276651.0	195675.0	241249.0	172997.0	158134.0	179437.0	136508.0	201139.0	226331.0	172258.0	221184.0	178027.0	141870.0	159268.0	166459.0	252800.0	191989.0	Metabolism; Amino Acid Metabolism; Tyrosine metabolism
Ubiquinone and other terpenoid-quinone biosynthesis	71540.0	29287.0	63415.0	46214.0	52251.0	105273.0	66436.0	65168.0	37675.0	35045.0	77885.0	65912.0	58166.0	79491.0	39211.0	59687.0	54578.0	91591.0	79435.0	86695.0	51242.0	56384.0	67878.0	34421.0	60454.0	51144.0	87924.0	65538.0	118721.0	55608.0	79921.0	474896.0	34773.0	433877.0	89606.0	70223.0	46629.0	143969.0	145458.0	67597.0	266816.0	87278.0	143412.0	59739.0	168958.0	127116.0	41009.0	56663.0	61190.0	66459.0	84460.0	78646.0	53138.0	65918.0	58713.0	136526.0	93292.0	53295.0	139625.0	62592.0	Metabolism; Metabolism of Cofactors and Vitamins; Ubiquinone and other terpenoid-quinone biosynthesis
Ubiquitin system	874.0	2743.0	1173.0	3357.0	4797.0	1024.0	5098.0	7814.0	1171.0	1921.0	3867.0	4210.0	2427.0	1405.0	1988.0	5779.0	2045.0	2439.0	5348.0	5864.0	1758.0	9267.0	4196.0	1655.0	4944.0	4589.0	17172.0	4582.0	14720.0	2563.0	16669.0	37519.0	4325.0	34223.0	14083.0	6852.0	7228.0	11334.0	8493.0	7391.0	18258.0	6714.0	8244.0	6418.0	10069.0	10562.0	5417.0	3848.0	10884.0	5266.0	7451.0	13155.0	4470.0	6009.0	6209.0	6922.0	5502.0	5639.0	14244.0	12644.0	Genetic Information Processing; Folding, Sorting and Degradation; Ubiquitin system
VEGF signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	Environmental Information Processing; Signal Transduction; VEGF signaling pathway
Valine, leucine and isoleucine biosynthesis	248329.0	298688.0	280524.0	368269.0	418243.0	469824.0	430015.0	465087.0	274946.0	280076.0	435521.0	416795.0	744798.0	353174.0	440498.0	357348.0	474670.0	750691.0	470749.0	374359.0	553327.0	369109.0	413558.0	459445.0	444388.0	358903.0	455670.0	589075.0	534734.0	543058.0	405886.0	620658.0	307340.0	718540.0	346401.0	474717.0	435427.0	386152.0	409886.0	454072.0	539546.0	334179.0	466409.0	496200.0	284550.0	424591.0	375059.0	365192.0	376855.0	286589.0	454119.0	467341.0	415279.0	515694.0	402754.0	180664.0	319264.0	375716.0	474566.0	384703.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine biosynthesis
Valine, leucine and isoleucine degradation	84010.0	71417.0	73595.0	85180.0	88836.0	100003.0	113042.0	86966.0	63374.0	51720.0	101591.0	105954.0	105240.0	109096.0	99753.0	102640.0	103091.0	124332.0	121431.0	127856.0	113117.0	84913.0	106883.0	96389.0	85403.0	91362.0	100991.0	105803.0	146570.0	100289.0	76795.0	435716.0	69978.0	444245.0	89665.0	128841.0	81552.0	155032.0	129802.0	87518.0	257591.0	105969.0	117676.0	105557.0	136267.0	158943.0	87439.0	130349.0	86931.0	86311.0	123222.0	85928.0	89304.0	98977.0	93961.0	106248.0	108238.0	85313.0	161719.0	81202.0	Metabolism; Amino Acid Metabolism; Valine, leucine and isoleucine degradation
Various types of N-glycan biosynthesis	4.0	1.0	20.0	4.0	19.0	4.0	22.0	14.0	20.0	57.0	27.0	2.0	6.0	7.0	4.0	10.0	12.0	2.0	6.0	12.0	10.0	8.0	7.0	21.0	20.0	12.0	30.0	0.0	12.0	13.0	7.0	2.0	0.0	11.0	5.0	25.0	36.0	4.0	2.0	5.0	5.0	151.0	3.0	6.0	36.0	22.0	8.0	3.0	26.0	4.0	6.0	20.0	17.0	22.0	44.0	18.0	22.0	14.0	19.0	18.0	Metabolism; Glycan Biosynthesis and Metabolism; Various types of N-glycan biosynthesis
Vascular smooth muscle contraction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Circulatory System; Vascular smooth muscle contraction
Vasopressin-regulated water reabsorption	1.0	2.0	0.0	1.0	0.0	0.0	2.0	5.0	1.0	0.0	6.0	3.0	2.0	2.0	1.0	3.0	2.0	2.0	3.0	1.0	5.0	3.0	6.0	6.0	1.0	5.0	6.0	2.0	2.0	3.0	1.0	4.0	4.0	3.0	2.0	1.0	4.0	3.0	2.0	3.0	1.0	2.0	2.0	2.0	5.0	4.0	2.0	4.0	1.0	0.0	4.0	4.0	2.0	5.0	4.0	1.0	4.0	2.0	6.0	6.0	Organismal Systems; Excretory System; Vasopressin-regulated water reabsorption
Vibrio cholerae infection	4.0	10.0	9.0	8.0	96.0	7.0	7.0	25.0	45.0	1.0	32.0	10.0	58.0	57.0	43.0	11.0	42.0	4.0	52.0	5.0	26.0	7.0	14.0	47.0	46.0	164.0	48.0	2.0	89.0	16.0	15.0	187.0	5.0	84.0	71.0	34.0	70.0	70.0	51.0	43.0	55.0	5.0	6.0	3.0	11.0	65.0	14.0	12.0	9.0	1.0	13.0	13.0	6.0	17.0	4.0	23.0	979.0	14.0	22.0	12.0	Human Diseases; Infectious Diseases; Vibrio cholerae infection
Vibrio cholerae pathogenic cycle	32353.0	25710.0	31267.0	26559.0	36171.0	58478.0	36767.0	39884.0	25480.0	29202.0	44793.0	40669.0	67394.0	41222.0	38477.0	31372.0	47182.0	76424.0	42742.0	37601.0	45060.0	30242.0	35055.0	33831.0	34545.0	30857.0	29108.0	55383.0	51049.0	36001.0	29955.0	103002.0	20274.0	100423.0	32192.0	42936.0	33513.0	36648.0	56835.0	40331.0	81734.0	35165.0	73685.0	37690.0	53721.0	48070.0	26082.0	32843.0	24925.0	31848.0	45245.0	38382.0	34326.0	44775.0	38867.0	41023.0	37443.0	30506.0	46989.0	26455.0	Human Diseases; Infectious Diseases; Vibrio cholerae pathogenic cycle
Viral myocarditis	18.0	57.0	89.0	50.0	52.0	70.0	64.0	54.0	82.0	6.0	157.0	76.0	131.0	74.0	112.0	106.0	159.0	52.0	83.0	48.0	278.0	170.0	174.0	257.0	242.0	214.0	255.0	44.0	207.0	151.0	76.0	92.0	86.0	96.0	100.0	112.0	155.0	119.0	84.0	111.0	66.0	44.0	83.0	67.0	157.0	230.0	178.0	150.0	63.0	24.0	118.0	152.0	180.0	91.0	97.0	75.0	138.0	159.0	163.0	161.0	Human Diseases; Cardiovascular Diseases; Viral myocarditis
Vitamin B6 metabolism	85205.0	73352.0	82551.0	97294.0	105350.0	137451.0	109700.0	117446.0	67419.0	70412.0	117875.0	122754.0	197459.0	115216.0	109433.0	103370.0	112854.0	179074.0	123044.0	115888.0	120355.0	97393.0	109307.0	99361.0	108146.0	98358.0	112506.0	137091.0	141709.0	138894.0	112096.0	230999.0	78340.0	237481.0	100042.0	111947.0	115106.0	99420.0	128530.0	129521.0	168020.0	91938.0	139362.0	165070.0	94872.0	128992.0	96020.0	100823.0	97400.0	77954.0	114972.0	129591.0	106205.0	143191.0	111687.0	65800.0	92129.0	99698.0	131207.0	103844.0	Metabolism; Metabolism of Cofactors and Vitamins; Vitamin B6 metabolism
Wnt signaling pathway	0.0	3.0	2.0	0.0	2.0	3.0	4.0	2.0	1.0	0.0	4.0	0.0	3.0	2.0	3.0	9.0	8.0	4.0	3.0	1.0	4.0	3.0	7.0	8.0	7.0	4.0	6.0	2.0	8.0	4.0	2.0	14.0	2.0	8.0	2.0	0.0	2.0	7.0	9.0	2.0	2.0	2.0	2.0	0.0	2.0	6.0	5.0	5.0	3.0	0.0	7.0	5.0	0.0	0.0	5.0	0.0	4.0	4.0	7.0	11.0	Environmental Information Processing; Signal Transduction; Wnt signaling pathway
Xylene degradation	11804.0	20121.0	21354.0	26372.0	22125.0	16450.0	32417.0	26346.0	13341.0	9245.0	24471.0	21978.0	61802.0	7891.0	15102.0	29046.0	24610.0	25142.0	41860.0	41498.0	40190.0	27407.0	42949.0	27064.0	30505.0	24462.0	46426.0	26744.0	45582.0	67697.0	41625.0	97146.0	21179.0	116204.0	37109.0	34602.0	38882.0	24052.0	35601.0	53260.0	57316.0	23311.0	51498.0	75460.0	24196.0	47122.0	34938.0	22696.0	34063.0	18465.0	29246.0	47950.0	27970.0	38700.0	36749.0	14851.0	21275.0	29688.0	49127.0	37787.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Xylene degradation
Zeatin biosynthesis	27096.0	18972.0	23325.0	24250.0	26665.0	39304.0	27696.0	29217.0	18192.0	17951.0	30472.0	28818.0	45388.0	25347.0	27744.0	25979.0	28830.0	44862.0	27712.0	23465.0	30614.0	22844.0	23787.0	26434.0	26174.0	24142.0	24506.0	34044.0	29336.0	29924.0	22845.0	29763.0	19158.0	32555.0	19592.0	26627.0	26196.0	20661.0	25229.0	28342.0	25657.0	20029.0	26801.0	33862.0	15053.0	24828.0	22643.0	24387.0	22770.0	17425.0	25171.0	27859.0	26194.0	33575.0	23336.0	8458.0	19428.0	24426.0	26066.0	22768.0	Metabolism; Metabolism of Terpenoids and Polyketides; Zeatin biosynthesis
alpha-Linolenic acid metabolism	364.0	544.0	399.0	748.0	1062.0	645.0	3236.0	540.0	648.0	141.0	1750.0	231.0	1066.0	342.0	419.0	1746.0	1488.0	1012.0	5531.0	8165.0	1382.0	1644.0	4764.0	1528.0	871.0	1190.0	956.0	625.0	9014.0	451.0	3158.0	53966.0	589.0	48747.0	6688.0	3870.0	1181.0	10238.0	16073.0	2909.0	31845.0	7685.0	11392.0	837.0	22167.0	9013.0	861.0	1302.0	565.0	5756.0	6110.0	1266.0	1180.0	909.0	1011.0	19200.0	9763.0	926.0	10537.0	1040.0	Metabolism; Lipid Metabolism; alpha-Linolenic acid metabolism
beta-Alanine metabolism	69955.0	53222.0	67421.0	67254.0	81255.0	127450.0	91931.0	85821.0	56031.0	59469.0	104898.0	99444.0	140140.0	110076.0	82578.0	80021.0	105847.0	169502.0	101039.0	108834.0	119567.0	52926.0	73284.0	91270.0	70201.0	71090.0	82454.0	126460.0	111804.0	61363.0	38769.0	349179.0	45884.0	344863.0	56615.0	107677.0	57305.0	109339.0	129020.0	83788.0	220314.0	81504.0	122188.0	88374.0	117966.0	126911.0	54734.0	91323.0	65939.0	70211.0	104261.0	55058.0	76584.0	96052.0	81865.0	92607.0	88092.0	66539.0	126055.0	45877.0	Metabolism; Metabolism of Other Amino Acids; beta-Alanine metabolism
beta-Lactam resistance	8687.0	7269.0	7879.0	12029.0	12360.0	9297.0	15984.0	11055.0	7342.0	4896.0	10630.0	14898.0	9075.0	12283.0	11656.0	12151.0	10560.0	11242.0	13894.0	20168.0	29951.0	11192.0	10061.0	21414.0	11762.0	11140.0	7219.0	11792.0	15665.0	7197.0	5244.0	45965.0	10202.0	52113.0	5023.0	16353.0	9074.0	16837.0	11791.0	8657.0	27224.0	12033.0	18984.0	13610.0	12992.0	18928.0	8868.0	11823.0	4860.0	10216.0	11381.0	9426.0	8209.0	12048.0	12877.0	7496.0	10294.0	10232.0	17965.0	7586.0	Metabolism; Biosynthesis of Other Secondary Metabolites; beta-Lactam resistance
mRNA surveillance pathway	1.0	6.0	1.0	0.0	12.0	0.0	11.0	1.0	2.0	0.0	62.0	0.0	22.0	1.0	2.0	17.0	27.0	12.0	20.0	0.0	26.0	16.0	23.0	22.0	32.0	18.0	28.0	6.0	21.0	17.0	18.0	19.0	6.0	25.0	21.0	0.0	23.0	18.0	15.0	16.0	11.0	20.0	12.0	11.0	12.0	20.0	34.0	17.0	10.0	1.0	25.0	30.0	8.0	1.0	10.0	4.0	35.0	30.0	30.0	43.0	Genetic Information Processing; Translation; mRNA surveillance pathway
mTOR signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; mTOR signaling pathway
p53 signaling pathway	18.0	58.0	89.0	51.0	53.0	70.0	64.0	56.0	83.0	6.0	159.0	78.0	159.0	76.0	113.0	106.0	162.0	55.0	83.0	50.0	280.0	174.0	177.0	258.0	242.0	220.0	258.0	44.0	209.0	152.0	78.0	91.0	87.0	123.0	127.0	113.0	182.0	147.0	107.0	129.0	65.0	45.0	83.0	67.0	157.0	229.0	182.0	151.0	63.0	25.0	121.0	154.0	180.0	94.0	98.0	75.0	142.0	165.0	165.0	162.0	Cellular Processes; Cell Growth and Death; p53 signaling pathway
