ID	HC10	HC11	HC12	HC14	HC15	HC16	HC17	HC18	HC19	HC1	HC21	HC22	HC23	HC24	HC25	HC2	HC3	HC4	HC5	HC6	HC7	HC8	Patient10	Patient11	Patient12	Patient13	Patient14	Patient15	Patient16	Patient17	Patient20	Patient23	Patient24	Patient26	Patient27	Patient28	Patient29	Patient30	Patient31	Patient32	Patient33	Patient34	Patient35	Patient37	Patient38	Patient39	Patient3	Patient40	Patient44	Patient47	Patient49	Patient4	Patient50	Patient51	Patient52	Patient5	Patient6	Patient7	Patient8	Patient9	KEGG_Pathways
Glycan biosynthesis and metabolism	12738.0	9233.0	11762.0	16341.0	11983.0	12276.0	13259.0	8601.0	9385.0	3611.0	11916.0	16085.0	23862.0	13627.0	12439.0	16539.0	10842.0	10863.0	24782.0	32271.0	14717.0	11281.0	26888.0	12502.0	14276.0	14921.0	4107.0	5595.0	26774.0	24499.0	10492.0	129421.0	11632.0	121611.0	16713.0	18514.0	14419.0	22992.0	41742.0	21973.0	76197.0	24814.0	24808.0	25870.0	46437.0	26755.0	13585.0	13922.0	9564.0	17604.0	17196.0	11661.0	15200.0	18868.0	6696.0	40459.0	28139.0	14251.0	28829.0	8680.0	Unclassified; Metabolism; Glycan biosynthesis and metabolism
Glycerolipid metabolism	133043.0	151464.0	160963.0	184051.0	202867.0	260883.0	223368.0	213754.0	143878.0	149548.0	253962.0	224009.0	407041.0	211128.0	221922.0	187965.0	264336.0	425603.0	266892.0	238627.0	311199.0	157244.0	248762.0	236088.0	248061.0	176688.0	215138.0	316552.0	250530.0	324691.0	148005.0	428133.0	148984.0	518011.0	128721.0	249780.0	201316.0	186327.0	210893.0	238601.0	319263.0	163019.0	351848.0	326957.0	135972.0	271163.0	204481.0	206768.0	178712.0	137513.0	220375.0	225459.0	206072.0	267181.0	230213.0	83502.0	168738.0	189149.0	271233.0	158494.0	Metabolism; Lipid Metabolism; Glycerolipid metabolism
Glycerophospholipid metabolism	234161.0	224246.0	224295.0	267877.0	313290.0	411243.0	321741.0	332538.0	217449.0	240323.0	346772.0	290746.0	550953.0	245915.0	358498.0	266725.0	383990.0	623836.0	354714.0	321129.0	409008.0	250612.0	300884.0	354855.0	321070.0	266077.0	220188.0	465096.0	378983.0	356864.0	213025.0	595465.0	214606.0	658385.0	191555.0	346124.0	288333.0	298779.0	327443.0	286165.0	485356.0	254129.0	391776.0	339971.0	241094.0	319992.0	251615.0	270810.0	204961.0	221872.0	335086.0	276969.0	295006.0	363251.0	266895.0	171501.0	262901.0	259700.0	340661.0	221076.0	Metabolism; Lipid Metabolism; Glycerophospholipid metabolism
Glycine, serine and threonine metabolism	331424.0	308957.0	318042.0	371934.0	420361.0	545003.0	426329.0	479898.0	285073.0	285751.0	469496.0	422844.0	634357.0	388548.0	445077.0	395074.0	484766.0	748904.0	467076.0	423506.0	542224.0	386095.0	420910.0	460292.0	424339.0	356748.0	419972.0	578786.0	582978.0	508766.0	409449.0	939317.0	291084.0	1003654.0	363730.0	505383.0	413978.0	413589.0	436324.0	397120.0	679627.0	360639.0	503089.0	506256.0	350958.0	503644.0	379140.0	425060.0	365445.0	299738.0	477697.0	471314.0	406097.0	471218.0	427884.0	237964.0	355067.0	372865.0	534886.0	386391.0	Metabolism; Amino Acid Metabolism; Glycine, serine and threonine metabolism
Glycolysis / Gluconeogenesis	418195.0	440753.0	450422.0	549809.0	603951.0	755642.0	624205.0	662993.0	412794.0	415961.0	682747.0	598274.0	1060145.0	505344.0	645383.0	567563.0	704508.0	1109752.0	729676.0	671056.0	734994.0	536289.0	668571.0	651546.0	666133.0	526189.0	538748.0	838543.0	821835.0	861841.0	540642.0	1205597.0	447244.0	1390599.0	521962.0	675845.0	630227.0	558809.0	615670.0	633626.0	913661.0	488975.0	767823.0	948214.0	437321.0	701622.0	562219.0	548977.0	490257.0	399223.0	654469.0	668582.0	590708.0	740776.0	623470.0	269830.0	495726.0	558836.0	754512.0	550977.0	Metabolism; Carbohydrate Metabolism; Glycolysis / Gluconeogenesis
Glycosaminoglycan biosynthesis - chondroitin sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan biosynthesis - chondroitin sulfate
Glycosaminoglycan degradation	27009.0	12158.0	21973.0	45970.0	36659.0	46317.0	39926.0	31801.0	17850.0	19331.0	29546.0	39063.0	30236.0	22031.0	33128.0	44175.0	21511.0	45630.0	30426.0	11632.0	18651.0	18069.0	11440.0	14206.0	24164.0	34847.0	20669.0	24861.0	14486.0	20916.0	6388.0	42055.0	32970.0	7696.0	11371.0	18261.0	15239.0	51094.0	41371.0	27254.0	19301.0	20451.0	21900.0	10562.0	26395.0	16665.0	13556.0	15601.0	21713.0	24598.0	19467.0	18096.0	27194.0	51663.0	17147.0	10727.0	24880.0	28902.0	17747.0	11564.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosaminoglycan degradation
Glycosphingolipid biosynthesis - ganglio series	21829.0	4767.0	17295.0	27942.0	17223.0	27086.0	21430.0	16281.0	8351.0	7258.0	14348.0	25555.0	6883.0	13200.0	12537.0	28493.0	5275.0	11115.0	13974.0	4742.0	8727.0	8562.0	6916.0	4957.0	10215.0	20086.0	2492.0	3023.0	3584.0	8678.0	1873.0	34785.0	16419.0	3767.0	6915.0	6691.0	6322.0	23249.0	27147.0	15423.0	9232.0	10243.0	11555.0	2901.0	20832.0	8509.0	5590.0	5667.0	8105.0	14333.0	7042.0	10507.0	14127.0	28249.0	5737.0	9551.0	14795.0	16982.0	8252.0	4260.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - ganglio series
Glycosphingolipid biosynthesis - globo series	49819.0	33522.0	46123.0	66757.0	66854.0	92238.0	65342.0	70381.0	35697.0	46428.0	69886.0	73924.0	106547.0	58771.0	62634.0	60802.0	61701.0	120602.0	64456.0	38405.0	61294.0	45045.0	49093.0	42414.0	68564.0	59874.0	94308.0	85324.0	44816.0	59771.0	50404.0	80879.0	48643.0	59645.0	29237.0	54590.0	50308.0	46477.0	64529.0	75274.0	47515.0	41281.0	54628.0	57888.0	30689.0	60978.0	48926.0	44458.0	70135.0	42757.0	54945.0	61456.0	58626.0	98034.0	43494.0	11565.0	42681.0	59282.0	63123.0	42570.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - globo series
Glycosphingolipid biosynthesis - lacto and neolacto series	11.0	6.0	8.0	83.0	84.0	7.0	50.0	19.0	35.0	42.0	21.0	230.0	44.0	17.0	102.0	34.0	21.0	90.0	97.0	7.0	416.0	17.0	47.0	23.0	20.0	64.0	30.0	6.0	16.0	15.0	17.0	11.0	7.0	5.0	119.0	0.0	21.0	54.0	134.0	8.0	19.0	6.0	2.0	0.0	2.0	25.0	42.0	13.0	55.0	70.0	37.0	31.0	29.0	136.0	3.0	6.0	130.0	42.0	51.0	13.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosphingolipid biosynthesis - lacto and neolacto series
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
Glycosyltransferases	153971.0	105102.0	129820.0	127916.0	149378.0	233717.0	166989.0	152786.0	106343.0	119755.0	179285.0	164528.0	248192.0	181973.0	152622.0	128022.0	183328.0	319727.0	180678.0	149330.0	192263.0	104917.0	161563.0	147182.0	163128.0	119254.0	150210.0	225836.0	171982.0	191690.0	97182.0	459115.0	96335.0	456318.0	105747.0	170946.0	111096.0	191772.0	221624.0	145528.0	311289.0	141507.0	201195.0	164676.0	203242.0	182794.0	127142.0	188641.0	131712.0	122631.0	179912.0	132145.0	144484.0	185947.0	126077.0	148236.0	156283.0	128862.0	202327.0	96419.0	Metabolism; Glycan Biosynthesis and Metabolism; Glycosyltransferases
Glyoxylate and dicarboxylate metabolism	183265.0	194539.0	191692.0	250392.0	290585.0	366953.0	303522.0	297484.0	196945.0	205202.0	321275.0	286283.0	485703.0	253706.0	323653.0	253269.0	347253.0	565755.0	338136.0	324076.0	374105.0	231316.0	295720.0	297268.0	301381.0	253113.0	210867.0	410495.0	356193.0	336763.0	198775.0	780540.0	197310.0	798479.0	193913.0	314901.0	259156.0	291541.0	342897.0	264179.0	552430.0	251048.0	345497.0	333732.0	283188.0	350207.0	231266.0	267539.0	191695.0	208894.0	321543.0	258548.0	267529.0	337930.0	242990.0	210642.0	263659.0	246594.0	351285.0	201498.0	Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism
GnRH signaling pathway	4.0	1.0	9.0	2.0	0.0	8.0	4.0	1.0	4.0	2.0	2.0	4.0	3.0	6.0	10.0	2.0	2.0	1.0	1.0	1.0	5.0	2.0	3.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	7.0	5.0	1064.0	4.0	3.0	2.0	0.0	3.0	1.0	5.0	5.0	3.0	4.0	1.0	5.0	1.0	3.0	7.0	5.0	1.0	28.0	2.0	2.0	2.0	1.0	Organismal Systems; Endocrine System; GnRH signaling pathway
Hedgehog signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; Hedgehog signaling pathway
Hematopoietic cell lineage	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Organismal Systems; Immune System; Hematopoietic cell lineage
Hepatitis C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Infectious Diseases; Hepatitis C
Histidine metabolism	214776.0	237275.0	220407.0	318273.0	337492.0	410955.0	361402.0	376781.0	229363.0	243115.0	370307.0	369551.0	634590.0	307239.0	365979.0	320344.0	393684.0	641968.0	363694.0	332643.0	410653.0	273140.0	325122.0	368018.0	351855.0	300597.0	261086.0	473585.0	394774.0	402396.0	267133.0	459599.0	259404.0	496458.0	243380.0	344141.0	336726.0	294609.0	347078.0	357467.0	392758.0	253199.0	373593.0	427707.0	204348.0	322793.0	282817.0	271899.0	252472.0	226459.0	338037.0	341759.0	341666.0	436861.0	320166.0	133888.0	260590.0	301725.0	337466.0	281527.0	Metabolism; Amino Acid Metabolism; Histidine metabolism
Homologous recombination	402714.0	365539.0	386486.0	443603.0	478985.0	614404.0	499351.0	533737.0	331858.0	314361.0	537306.0	507297.0	822602.0	466915.0	508354.0	456644.0	544475.0	819481.0	533591.0	457803.0	601644.0	423214.0	490120.0	526580.0	504048.0	419370.0	491185.0	640407.0	601234.0	631354.0	449750.0	634255.0	356856.0	756020.0	413414.0	542516.0	499803.0	408452.0	480201.0	516953.0	569455.0	391210.0	576775.0	667187.0	338600.0	493263.0	455780.0	473061.0	442648.0	329204.0	497547.0	540681.0	484393.0	591035.0	479076.0	213256.0	384152.0	448530.0	523192.0	442236.0	Genetic Information Processing; Replication and Repair; Homologous recombination
Huntington's disease	4154.0	4800.0	7523.0	8965.0	5091.0	4281.0	9300.0	5151.0	4783.0	2212.0	8425.0	7101.0	3997.0	2778.0	5796.0	9596.0	7278.0	6548.0	12210.0	11145.0	14149.0	6358.0	9461.0	7663.0	5858.0	7875.0	5425.0	2563.0	13691.0	8846.0	4609.0	59716.0	3700.0	53282.0	8670.0	12889.0	4203.0	25628.0	20593.0	9236.0	34597.0	11202.0	28290.0	3419.0	26373.0	15807.0	7188.0	11920.0	5606.0	9544.0	8777.0	9186.0	7048.0	6605.0	10285.0	21347.0	13905.0	6210.0	16398.0	4956.0	Human Diseases; Neurodegenerative Diseases; Huntington's disease
Hypertrophic cardiomyopathy (HCM)	1.0	8.0	10.0	4.0	10.0	4.0	17.0	5.0	6.0	0.0	41.0	12.0	29.0	11.0	8.0	18.0	25.0	14.0	32.0	4.0	38.0	27.0	34.0	43.0	36.0	34.0	41.0	9.0	40.0	19.0	21.0	22.0	19.0	25.0	31.0	16.0	36.0	37.0	23.0	12.0	12.0	12.0	17.0	19.0	24.0	36.0	35.0	26.0	15.0	2.0	28.0	34.0	6.0	14.0	13.0	19.0	38.0	55.0	42.0	41.0	Human Diseases; Cardiovascular Diseases; Hypertrophic cardiomyopathy (HCM)
Indole alkaloid biosynthesis	8.0	10.0	7.0	3.0	10.0	4.0	18.0	2.0	8.0	2.0	42.0	2.0	22.0	6.0	7.0	25.0	28.0	17.0	24.0	3.0	28.0	26.0	32.0	43.0	24.0	29.0	36.0	14.0	45.0	18.0	15.0	31.0	18.0	27.0	25.0	3.0	33.0	33.0	27.0	14.0	14.0	11.0	16.0	16.0	19.0	30.0	31.0	24.0	13.0	2.0	30.0	34.0	8.0	6.0	11.0	36.0	30.0	44.0	47.0	45.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Indole alkaloid biosynthesis
Influenza A	18.0	57.0	89.0	50.0	52.0	70.0	64.0	54.0	82.0	6.0	170.0	76.0	132.0	74.0	112.0	108.0	160.0	52.0	84.0	48.0	278.0	170.0	175.0	257.0	243.0	214.0	255.0	45.0	207.0	151.0	76.0	92.0	86.0	96.0	101.0	112.0	155.0	119.0	84.0	111.0	66.0	46.0	83.0	67.0	158.0	230.0	178.0	151.0	63.0	24.0	119.0	152.0	182.0	91.0	97.0	75.0	138.0	159.0	164.0	162.0	Human Diseases; Infectious Diseases; Influenza A
Inorganic ion transport and metabolism	71130.0	59133.0	58024.0	75821.0	80827.0	91608.0	104736.0	79464.0	51361.0	51844.0	86150.0	70605.0	94974.0	50611.0	68971.0	91701.0	83583.0	124820.0	117540.0	124116.0	125737.0	78240.0	112639.0	79027.0	86272.0	73422.0	87071.0	94525.0	165352.0	128539.0	87533.0	526684.0	57252.0	493708.0	120139.0	104338.0	76471.0	166318.0	158170.0	86584.0	305962.0	103984.0	173924.0	122749.0	176357.0	148666.0	74277.0	80046.0	69531.0	88069.0	108982.0	104971.0	74924.0	88224.0	83587.0	136807.0	111337.0	75881.0	164503.0	82804.0	Unclassified; Cellular Processes and Signaling; Inorganic ion transport and metabolism
Inositol phosphate metabolism	26650.0	31089.0	34719.0	44957.0	44018.0	42646.0	49973.0	48113.0	27969.0	23400.0	46560.0	45009.0	55746.0	36710.0	39824.0	48119.0	42962.0	62966.0	70947.0	73752.0	56489.0	51663.0	66324.0	44282.0	56151.0	40989.0	65657.0	52739.0	85932.0	59884.0	64097.0	280548.0	35047.0	298496.0	45388.0	63557.0	51525.0	55619.0	52551.0	51431.0	141764.0	46599.0	56241.0	64721.0	45407.0	90830.0	48885.0	42107.0	52187.0	32810.0	54616.0	64368.0	43521.0	51494.0	47689.0	32412.0	43556.0	45037.0	104905.0	55247.0	Metabolism; Carbohydrate Metabolism; Inositol phosphate metabolism
Insulin signaling pathway	35163.0	35790.0	34859.0	48818.0	51435.0	59661.0	60840.0	47890.0	32631.0	35114.0	52415.0	55955.0	121636.0	42199.0	53755.0	43400.0	56799.0	90632.0	67318.0	54595.0	62022.0	36488.0	66058.0	53620.0	64300.0	47312.0	33321.0	67350.0	51741.0	97513.0	33548.0	65250.0	44500.0	76607.0	30615.0	47320.0	57715.0	45815.0	57586.0	70437.0	56708.0	35625.0	62473.0	87545.0	28703.0	45776.0	48664.0	39579.0	32786.0	32131.0	45966.0	51820.0	49689.0	78336.0	39864.0	15854.0	39395.0	50896.0	49221.0	37397.0	Organismal Systems; Endocrine System; Insulin signaling pathway
Ion channels	2645.0	5737.0	6912.0	3916.0	10363.0	15476.0	13906.0	15823.0	5711.0	10703.0	15847.0	10404.0	19396.0	14815.0	10279.0	9177.0	14656.0	29559.0	14490.0	12701.0	4710.0	12702.0	6120.0	4643.0	10783.0	6836.0	19086.0	21132.0	19295.0	5163.0	18708.0	37960.0	6504.0	39705.0	15476.0	9474.0	10127.0	15715.0	12551.0	8768.0	23666.0	8744.0	12514.0	20532.0	11606.0	16829.0	6579.0	12675.0	12176.0	6069.0	14160.0	15289.0	8980.0	11625.0	12359.0	7101.0	9864.0	6565.0	20728.0	16333.0	Environmental Information Processing; Signaling Molecules and Interaction; Ion channels
Isoflavonoid biosynthesis	1.0	5.0	0.0	0.0	12.0	0.0	23.0	0.0	1.0	0.0	46.0	2.0	26.0	3.0	0.0	19.0	33.0	15.0	16.0	1.0	25.0	20.0	25.0	39.0	34.0	28.0	38.0	5.0	27.0	10.0	16.0	23.0	13.0	23.0	22.0	0.0	22.0	29.0	28.0	17.0	12.0	16.0	19.0	14.0	18.0	27.0	30.0	17.0	11.0	1.0	31.0	39.0	1.0	3.0	11.0	2.0	33.0	37.0	44.0	44.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoflavonoid biosynthesis
Isoquinoline alkaloid biosynthesis	27300.0	17842.0	21907.0	20944.0	24610.0	39135.0	24740.0	29408.0	17452.0	17484.0	29447.0	29047.0	29451.0	33154.0	27063.0	26983.0	28491.0	43151.0	24147.0	27203.0	31183.0	23151.0	17125.0	25534.0	18154.0	20986.0	24367.0	33214.0	36372.0	14387.0	22060.0	76313.0	15147.0	75879.0	19482.0	32383.0	20018.0	25757.0	25633.0	18534.0	47918.0	22771.0	28911.0	20917.0	21333.0	33881.0	16278.0	28243.0	20400.0	19290.0	30575.0	24302.0	24327.0	25387.0	24762.0	15050.0	20331.0	18948.0	33058.0	21367.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Isoquinoline alkaloid biosynthesis
Leishmaniasis	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	Human Diseases; Infectious Diseases; Leishmaniasis
Leukocyte transendothelial migration	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	3.0	Organismal Systems; Immune System; Leukocyte transendothelial migration
Limonene and pinene degradation	20924.0	25099.0	23297.0	34039.0	23370.0	22811.0	37903.0	26517.0	23582.0	10005.0	29822.0	37988.0	31617.0	35338.0	22764.0	34921.0	28507.0	25759.0	48379.0	49489.0	48162.0	27976.0	53946.0	44458.0	37245.0	27924.0	17987.0	19056.0	59898.0	66905.0	34058.0	181786.0	27658.0	188624.0	40258.0	46553.0	34814.0	83554.0	61419.0	36318.0	110194.0	40336.0	72142.0	47945.0	70657.0	57199.0	38073.0	35772.0	23955.0	30268.0	43512.0	43667.0	32671.0	30415.0	45401.0	57494.0	46381.0	32718.0	63936.0	34290.0	Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation
Linoleic acid metabolism	16278.0	22977.0	21332.0	31983.0	31949.0	32493.0	33474.0	33517.0	21288.0	19166.0	32365.0	35957.0	47934.0	24543.0	31960.0	30525.0	35549.0	50413.0	32300.0	19914.0	54681.0	25138.0	32954.0	42538.0	35208.0	30839.0	15948.0	35699.0	36101.0	54875.0	22483.0	13569.0	24018.0	22448.0	20636.0	37420.0	32733.0	28871.0	23939.0	31198.0	20068.0	18522.0	39196.0	32628.0	10101.0	30130.0	28552.0	30719.0	17081.0	19219.0	24552.0	39689.0	31264.0	37681.0	34922.0	3260.0	17684.0	30934.0	24901.0	23903.0	Metabolism; Lipid Metabolism; Linoleic acid metabolism
Lipid biosynthesis proteins	236688.0	223655.0	238001.0	272828.0	305400.0	371014.0	310989.0	312554.0	200992.0	198658.0	321698.0	305708.0	530876.0	251106.0	322117.0	289807.0	345125.0	512684.0	352450.0	293474.0	367562.0	250280.0	301784.0	318668.0	280532.0	276667.0	212783.0	379407.0	377105.0	433256.0	229303.0	593349.0	195377.0	637620.0	222547.0	327713.0	303260.0	301215.0	334052.0	320000.0	450521.0	243228.0	345641.0	389878.0	244896.0	308437.0	255828.0	278908.0	219796.0	212688.0	300505.0	313145.0	301352.0	368446.0	265037.0	167290.0	248837.0	281644.0	329280.0	241816.0	Metabolism; Lipid Metabolism; Lipid biosynthesis proteins
Lipid metabolism	58628.0	51878.0	57716.0	63831.0	69009.0	95692.0	75227.0	65431.0	51239.0	48711.0	76308.0	64324.0	134063.0	56354.0	77833.0	65396.0	89731.0	137220.0	93486.0	91692.0	106232.0	46102.0	84528.0	89533.0	71943.0	58445.0	27435.0	96187.0	87261.0	110640.0	25128.0	212165.0	46657.0	234395.0	28635.0	83450.0	60358.0	60157.0	73969.0	68007.0	134682.0	56357.0	78324.0	98362.0	48280.0	79968.0	58918.0	58171.0	37843.0	46505.0	73749.0	52373.0	68770.0	86218.0	52265.0	30746.0	57246.0	59654.0	88218.0	37954.0	Unclassified; Metabolism; Lipid metabolism
Lipoic acid metabolism	2657.0	6259.0	5908.0	14294.0	10684.0	4303.0	12515.0	13095.0	4253.0	4669.0	11053.0	12052.0	5156.0	4040.0	6429.0	14719.0	6735.0	7937.0	14741.0	10822.0	7422.0	12878.0	16259.0	5246.0	13180.0	13418.0	19863.0	6771.0	20292.0	25924.0	20439.0	68736.0	8062.0	54529.0	21194.0	11595.0	12439.0	25629.0	24599.0	14203.0	35267.0	14450.0	18584.0	21197.0	28833.0	18407.0	12642.0	8618.0	14672.0	13276.0	13057.0	21974.0	10447.0	13734.0	9427.0	20732.0	17459.0	15053.0	22009.0	16027.0	Metabolism; Metabolism of Cofactors and Vitamins; Lipoic acid metabolism
Lipopolysaccharide biosynthesis	127545.0	42030.0	77480.0	76022.0	52135.0	98859.0	87843.0	42212.0	43382.0	26314.0	64633.0	128916.0	44766.0	155199.0	47826.0	77505.0	36955.0	47144.0	80210.0	83673.0	70645.0	49082.0	82367.0	27951.0	53834.0	62025.0	34052.0	18150.0	73617.0	84692.0	35734.0	457843.0	44067.0	381902.0	65358.0	66111.0	33864.0	182886.0	175912.0	75200.0	252085.0	89926.0	106462.0	42582.0	200291.0	114385.0	56746.0	166687.0	50369.0	74186.0	66815.0	57446.0	58477.0	69732.0	62940.0	167742.0	115271.0	61407.0	101781.0	34772.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis
Lipopolysaccharide biosynthesis proteins	161762.0	75840.0	112040.0	130318.0	114245.0	154173.0	141941.0	93628.0	76416.0	58159.0	121267.0	180121.0	104927.0	197638.0	100997.0	123145.0	88476.0	136178.0	158554.0	162115.0	140264.0	93677.0	148751.0	92960.0	110401.0	106354.0	115486.0	84131.0	169289.0	120732.0	85454.0	793659.0	87551.0	699283.0	117608.0	145461.0	74954.0	253077.0	276484.0	132051.0	444997.0	161537.0	221178.0	87772.0	312912.0	208773.0	104949.0	233713.0	109109.0	129602.0	147665.0	106491.0	104408.0	129382.0	111663.0	255001.0	187113.0	108150.0	207785.0	67741.0	Metabolism; Glycan Biosynthesis and Metabolism; Lipopolysaccharide biosynthesis proteins
Long-term depression	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Long-term depression
Long-term potentiation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Organismal Systems; Nervous System; Long-term potentiation
Lysine biosynthesis	329440.0	337121.0	338657.0	412427.0	463974.0	546472.0	471868.0	502715.0	300760.0	299652.0	496010.0	456069.0	757010.0	390197.0	484201.0	417985.0	519261.0	785577.0	484362.0	434989.0	639053.0	400018.0	436429.0	518264.0	458716.0	394500.0	473645.0	628136.0	572606.0	564517.0	405600.0	586159.0	324300.0	696697.0	357145.0	517967.0	464627.0	369052.0	417363.0	468339.0	538515.0	361454.0	577859.0	611865.0	283277.0	482141.0	411002.0	430248.0	399039.0	312519.0	475360.0	496020.0	437333.0	538494.0	466940.0	175903.0	339565.0	410958.0	484715.0	396824.0	Metabolism; Amino Acid Metabolism; Lysine biosynthesis
Lysine degradation	41076.0	40899.0	42669.0	49102.0	46917.0	52346.0	67091.0	40646.0	37627.0	26709.0	54111.0	55763.0	63319.0	54205.0	52511.0	56222.0	60363.0	68798.0	76931.0	78306.0	74512.0	38881.0	70980.0	63342.0	46601.0	48572.0	23387.0	52770.0	92670.0	79277.0	28358.0	312902.0	36233.0	304077.0	53792.0	75408.0	44251.0	112003.0	98931.0	50425.0	191634.0	67425.0	95403.0	53014.0	112143.0	96083.0	46232.0	62392.0	30730.0	54096.0	72318.0	42790.0	51800.0	52362.0	55184.0	91321.0	74069.0	46737.0	91994.0	35474.0	Metabolism; Amino Acid Metabolism; Lysine degradation
